,Title,Locality,Building/Area,Price,Area,Number_of_Bedrooms,Number_of_Bathrooms,Description
3379,1 BHK Independent Builder Floor for rent in Nagadevanahalli,Nagadevanahalli,,9000,550,1,1,Independent/builder floor is available for rent.Construction ages only 0-1 years old propertysituated in nagadevanahalli.Area of the construction is 550.00 sq.Ft.(Builtup area)  it has been semifurnished.It has good design of 1 bedroom. Non-Stop water supply in 1 bathroom .It has been priced at rs 9000.Located on ground floor out of 4. 2 wheeler parking is there
3380,2 BHK Independent Builder Floor for rent in Vinayaka Nagar,Vinayaka Nagar,,19000,1200,2,2,"2bhk for rent in murgeshpalya , behind total mahal , vinayak nagar,24/7 water, near dell,intel, yahoo,ect"
3381,4 Bedroom Independent House for rent in Rajankunte,Rajankunte,,180000,4400,4,5,Interested to rent independent house/villa.It is a 5-10 years old property constructionplaced at rajankunte.4400.00 sq.Ft.(Builtup area)  is the area of the propertynice semifurnished enhancing decorit has spacious 4 bedrooms and 5 bathrooms. .Want to rent it for rs 180000.
3382,1 BHK Independent Builder Floor for rent in Brookefield,Brookefield,,18000,654,1,1,"Builder floor available on rent in brookefield, bangalore east. Contact us for price details.
 Additional details :

The property has a dedicated security guard.
It is under cctv surveillance.
There is also a lift to make the living more convenient specially for old age people
You can easily park your car inside the compound.
 The house has boring.
Full power backup available.
The kitchen has been built with modular fittings.
The property is facing a park."
3383,3 BHK Residential Apartment for rent in Ambalipura,Ambalipura,Mantri Flora,40000,1480,3,2,"A very good 3 bhk flat for rent in mantri flora, ambalipura, bangalore east. It is a superb property and offers an excellent view. The flat is semi-Furnished with multiple amenities and promises a comfortable stay. It has a super built-Up area of 1480. 0 sq. Ft. 1 covered parking."
3384,2 BHK Residential Apartment for rent in Hebbal,Hebbal,on request,34000,1140,2,2,"2 bhk apartment for rent in hebbal, bangalore north. It is a semifurnished apartment, located on the 21st floor of 25 floors. The apartment has 2 bedrooms + 2 bathrooms + 1 balcony(S). It is also equipped with 2 wardrobe(S) and 1 modular kitchen. It has marble flooring. It is immediately available for all for rs. 34000 monthly. It is a 1-5 year old property and also has 1 covered parking and 0 open parking. It has a super built-Up area of 1140 sq. Ft. It has intercom facility, lift(S) and park. The property amenities include piped-Gas. Other features include club house/community center, fitness centre/gym, swimming pool and shopping centre etc. There is also a provision for rain water harvesting. Tenant needs to make a security deposit of rs. 340000. No power cut.
 
 
 Additional details :

The society has dedicated security guards for every tower.
Partial power backup is available.
Daily needs shopping could be done within the society premises to make the stay convinent.
Piped gas facility is available in the property."
3385,2 BHK Residential Apartment for rent in Thattanahalli,Thattanahalli,janadhar shubha phase 2,6000,650,2,2,Semi furnished  apartment with full gated amenities
3386,1 Bedroom Independent House for rent in Kattanallur,Kattanallur,,8000,1000,1,1,"We have, east facing 1bhk for 1family (Parents and children's) only cost around 6000and min advance, 24water suppky"
3387,2 BHK Independent Builder Floor for rent in Jalahalli East,Jalahalli East,chamundeshwari layout,15000,1200,2,2,"2bhk ,1st floor for rent, semifurnished with wardrobes, parking facility
 Additional details :

Each house has a dedicated water tank.
 The house has muncipal supply.
No power backup available.
This is a corner house property."
3388,3 BHK Residential Apartment for rent in Konanakunte,Konanakunte,Prestige Falcon City,35000,1603,3,3,"Prestige falcon city is a prestigious project in south bangalore by prestige developers located on kanakapura road at konankunte cross just behind upcoming metro station and prestige forum mall

This is a multi storey apartment complex having 30 acres of covered area with 50% off landscape garden open area left for centrally located clubhouse landscape garden children's play area lush green and open air and the society has got centrally located huge club house with a swimming pool gym health club billiards table tennis multi purpose hall squash supermarket atm pharmacy day care centre etc"
3389,1 Bedroom Independent House for rent in Koramangala,Koramangala,,12500,550,1,1,"This place in koramangala, nice property very good flooring, location, and ventilation,and i have more property,cal dinesh 9 eight four 5 there 8 three 2 one 2"
3390,1 BHK Independent Builder Floor for rent in New Thippasandra,New Thippasandra,,21000,763,1,1,"Builder floor available on rent in new thippasandra, bangalore east. Contact us for price details.
 Additional details :

The property has a dedicated security guard.
It is under cctv surveillance.
There is also a lift to make the living more convenient specially for old age people
You can easily park your car inside the compound.
 The house has boring.
Full power backup available.
The kitchen has been built with modular fittings.
Piped gas facility is available."
3391,1 BHK Residential Apartment for rent in Doddanekundi,Doddanekundi,On request,15500,698,1,1,"This is a spacious and thoughtfully designed 1 bhk apartment for rent in doddanekundi, bangalore east. This 0-1 year old property is a part of on request. It is on the 3rd floor of 5 floors and has a super built-Up area 2400 sq. Ft. The built-Up area is 698 sq. Ft. And the carpet area is 650 sq. Ft. This well designed apartment has 1 bathroom(s). This is an east facing apartment.
This apartment with vitrified flooring has a single balcony.

You get this apartment semifurnished with 1 wardrobe(s), 1 modular kitchen, 1 geyser(s), 3 fan(s), 6 light(s) and 1 exhaust fan(s).
This property faces a 30 feet wide road. The society is equipped with features like lift(s), visitor parking, water storage, security personnel and waste disposal. It also has a number of lifestyle amenities like security personnel. 
You get uninterruptable power supply as the society has full power back up.
Situated in a gated society, you get one open parking and one covered parking.
The apartment is available at a monthly rent of rs. 15500/-. There are also some additional costs like security of 5 times the rent, a maintenance charge of rs. 500 (Monthly), rs. 10000 as booking amount and rs 15500 as brokerage amount (Fixed)."
3392,3 Bedroom Independent House for rent in Sugama Layout,Sugama Layout,Nestaway-76758,19000,14400,3,2,"3 bhk flat available for rent in sugama layout, bangalore south. It is located in , which is a very good society. The space is semi-Furnished, located on 4th floor of 7 floors. It has 3 bedrooms, 2 bathrooms and 1 balcony(s). It is an ideal accommodation for single women and has a built up area of 1600 sq. Yards. It includes 1 wardrobe(s), 3 fan(s) and 3 light(s). It is a 1-5 years. The flat is east facing. There is 1 covered parking. Available for a monthly rent of rs. 19000 and a security deposit of rs. 57000."
3393,2 BHK Residential Apartment for rent in Bannerghatta Road,Bannerghatta Road,On Request,21500,1250,2,2,"This is a newly constructed 2 bhk flat, very close to kamakya theatre,and main road.
This flat is having all types of fixture, water for both cauvery and borewell water, and closed parking slot.

This apartment sorounding having a beautiful public park for walking and jogging. Good ventilated and well maintained flat for all types of families."
3394,2 BHK Residential Apartment for rent in Mangammanapalya,Mangammanapalya,on request,32000,1280,2,2,"An excellent 2 bhk residential apartment for rent in mangammanapalya, bangalore south. It is a very good property and has 1 balcony(s) which make the apartment more spacious. It is available for all. We are looking for rs. 32000. It is on the ground floor. 1 covered parking."
3395,1 BHK Independent Builder Floor for rent in Yelahanka New Town,Yelahanka New Town,,9000,750,1,1,"Good locality residential area very close to school ,bank market, hospital"
3396,3 BHK Residential Apartment for rent in Jakkur,Jakkur,Brigade Northridge,32000,1710,3,3,"An excellent 3 bhk residential apartment for rent in jakkur, bangalore north. It is a very good property and has 2 balcony(S) which make the apartment more spacious. It is available for family. We are looking for rs. 32000. It is on the 3rd floor. 1 covered parking.
 Additional details :

The society has dedicated security guards for every tower.
Full power backup is available.
Daily needs shopping could be done within the society premises to make the stay convinent.
Piped gas facility is available in the property."
3397,2 BHK Residential Apartment for rent in Chikkanayakanahalli,Chikkanayakanahalli,Surbacon Maple,23000,1245,2,2,"This is an excellent 2 bhk flat for rent in chikkanayakanahalli choodasandra sarjapur road, bangalore south. It is a part of surbacon maple and is 1-5 year old. It has 2 bathroom(s). The built-Up area is 1245 sq. Ft. The carpet area is 900 sq. Ft.
The apartment has a single balcony.
Situated on the 3rd of 4 floors, it is a semifurnished apartment with 2 wardrobe(s), 6 fan(s) and 10 light(s).

It is in a gated society.
There is one covered parking.
The expected monthly rental is rs. 23000/-. The security is 6 times the rent."
